Date,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
6/7/2008,0.614,0.128,243.090,2.600,0.000,1.000,1.000
2/4/2007,1.424,0.178,237.960,6.000,0.000,0.000,18.000
22/12/2007,1.562,0.194,241.410,6.400,1.000,1.000,18.000
23/2/2008,0.246,0.000,244.010,1.000,0.000,0.000,0.000
21/8/2008,0.150,0.118,238.220,0.800,0.000,0.000,0.000
17/2/2008,1.766,0.322,240.750,7.400,0.000,1.000,0.000
3/3/2008,0.526,0.000,241.750,2.200,0.000,0.000,0.000
8/1/2007,0.642,0.112,239.180,2.800,0.000,0.000,0.000
28/5/2007,1.400,0.142,232.190,6.000,0.000,0.000,17.000
15/11/2008,0.258,0.070,240.930,1.200,0.000,0.000,0.000
29/6/2008,0.248,0.128,241.710,1.200,0.000,0.000,1.000
5/11/2007,1.396,0.062,237.510,5.800,0.000,0.000,17.000
7/6/2008,0.402,0.216,239.040,1.800,0.000,0.000,1.000
18/3/2007,0.366,0.112,242.380,1.600,0.000,2.000,0.000
14/12/2007,0.816,0.150,240.440,3.400,0.000,0.000,0.000
9/12/2007,0.336,0.126,242.870,1.400,0.000,0.000,0.000
27/1/2008,1.440,0.000,242.490,5.800,0.000,1.000,18.000
8/9/2008,0.156,0.000,241.910,0.600,0.000,0.000,1.000
8/10/2008,0.308,0.000,241.190,1.200,0.000,0.000,0.000
24/11/2008,1.702,0.068,242.550,7.000,2.000,0.000,0.000
6/11/2008,0.320,0.080,241.630,1.400,0.000,0.000,0.000
30/7/2007,0.102,0.000,235.270,0.400,0.000,0.000,0.000
5/5/2007,3.954,0.080,231.260,17.000,0.000,0.000,17.000
4/12/2007,0.306,0.112,242.660,1.400,0.000,2.000,0.000
8/3/2008,1.488,0.208,240.530,6.200,0.000,2.000,18.000
8/7/2008,0.310,0.000,240.150,1.400,0.000,0.000,0.000
12/9/2008,0.740,0.000,239.200,3.200,0.000,0.000,1.000
5/6/2008,1.138,0.000,231.780,4.800,0.000,0.000,17.000
30/11/2008,4.138,0.074,234.360,18.000,0.000,23.000,16.000
4/11/2007,0.408,0.114,240.610,1.800,0.000,1.000,0.000
23/9/2008,1.204,0.000,237.970,5.000,0.000,1.000,18.000
20/8/2008,0.174,0.152,240.410,0.800,0.000,0.000,1.000
12/3/2007,1.146,0.114,240.080,4.800,0.000,0.000,0.000
18/11/2007,0.256,0.000,245.500,1.000,0.000,0.000,0.000
30/11/2007,1.788,0.100,239.340,7.400,0.000,0.000,0.000
27/7/2008,0.624,0.396,239.190,3.200,0.000,1.000,1.000
5/9/2008,0.250,0.046,241.410,1.000,0.000,0.000,1.000
16/5/2007,2.616,0.190,236.600,11.000,37.000,0.000,0.000
9/6/2008,1.516,0.090,238.780,6.400,0.000,0.000,18.000
13/9/2007,0.426,0.094,236.940,2.000,0.000,0.000,0.000
7/9/2008,3.694,0.220,238.880,15.600,1.000,32.000,18.000
6/2/2007,1.572,0.116,243.070,6.400,0.000,0.000,18.000
19/2/2008,4.968,0.424,233.690,21.200,36.000,1.000,16.000
4/4/2008,0.290,0.072,242.890,1.200,0.000,0.000,0.000
29/11/2007,0.236,0.000,248.980,1.000,0.000,0.000,0.000
25/3/2008,1.344,0.000,238.730,5.600,1.000,0.000,18.000
4/1/2007,4.044,0.408,238.670,17.000,0.000,40.000,17.000
11/9/2007,0.256,0.184,237.650,1.200,0.000,1.000,0.000
17/9/2008,0.252,0.126,239.300,1.200,0.000,0.000,1.000
17/12/2007,1.344,0.078,238.040,5.600,0.000,0.000,17.000
5/5/2007,0.558,0.108,235.040,2.400,1.000,0.000,0.000
5/8/2007,1.176,0.076,233.130,5.000,0.000,0.000,17.000
12/4/2008,1.932,0.338,240.510,8.200,0.000,1.000,18.000
25/8/2008,0.084,0.000,244.140,0.200,0.000,0.000,0.000
5/6/2007,1.594,0.212,238.620,7.000,0.000,1.000,3.000
17/5/2008,1.452,0.224,239.140,6.000,1.000,0.000,18.000
24/9/2007,1.804,0.298,239.520,7.600,0.000,2.000,17.000
21/2/2008,0.278,0.000,242.410,1.200,0.000,0.000,0.000
15/7/2007,1.252,0.062,237.330,5.200,0.000,0.000,17.000
8/2/2008,1.924,0.060,237.150,8.200,0.000,0.000,17.000
30/10/2007,0.268,0.000,241.020,1.200,0.000,0.000,0.000
22/4/2008,1.372,0.090,239.260,5.600,0.000,2.000,18.000
22/11/2008,1.980,0.076,235.780,8.400,0.000,0.000,0.000
26/2/2007,0.216,0.000,240.980,0.800,0.000,0.000,0.000
3/12/2007,1.380,0.112,239.840,5.600,0.000,0.000,17.000
8/12/2008,0.204,0.060,241.780,0.800,0.000,0.000,0.000
30/9/2007,0.494,0.334,242.770,2.400,0.000,1.000,0.000
28/6/2007,0.174,0.000,241.890,0.800,0.000,0.000,0.000
22/10/2007,1.486,0.088,237.990,6.200,0.000,0.000,18.000
29/9/2008,1.632,0.134,240.180,6.800,0.000,0.000,18.000
13/12/2008,4.566,0.154,234.800,19.400,37.000,0.000,17.000
6/10/2007,0.286,0.064,239.560,1.200,0.000,0.000,0.000
21/8/2007,0.760,0.162,238.050,3.200,0.000,0.000,0.000
11/7/2007,0.130,0.000,239.310,0.600,0.000,0.000,0.000
20/7/2008,0.312,0.088,238.080,1.400,0.000,0.000,1.000
18/3/2007,0.392,0.206,245.980,1.800,0.000,0.000,0.000
27/11/2007,0.326,0.096,245.020,1.400,0.000,0.000,0.000
4/9/2008,1.298,0.094,238.810,5.400,0.000,0.000,18.000
2/3/2007,0.220,0.000,243.710,0.800,0.000,0.000,0.000
19/3/2007,0.306,0.062,240.100,1.400,0.000,0.000,0.000
17/4/2007,0.278,0.126,239.760,1.400,0.000,0.000,0.000
9/5/2007,1.334,0.178,232.150,5.800,0.000,1.000,17.000
3/11/2007,0.196,0.000,236.850,0.800,0.000,0.000,0.000
12/10/2007,1.054,0.232,239.640,4.400,0.000,0.000,0.000
12/5/2007,0.318,0.234,234.660,1.600,0.000,1.000,0.000
3/3/2008,0.610,0.102,240.560,2.400,0.000,0.000,0.000
8/7/2007,0.320,0.116,240.890,1.400,1.000,0.000,0.000
29/12/2006,3.984,0.176,236.830,16.800,0.000,0.000,17.000
23/7/2007,0.212,0.082,236.640,1.000,0.000,1.000,0.000
28/10/2007,0.206,0.000,242.730,0.800,0.000,0.000,0.000
10/7/2007,0.452,0.082,242.010,2.200,0.000,0.000,0.000
24/12/2007,1.058,0.134,243.780,4.400,1.000,4.000,0.000
11/9/2007,0.112,0.000,243.100,0.600,0.000,0.000,0.000
29/9/2008,0.236,0.000,240.970,1.000,0.000,0.000,0.000
14/8/2008,0.080,0.000,240.510,0.200,0.000,0.000,1.000
19/10/2007,0.220,0.000,240.930,1.000,0.000,0.000,0.000
28/5/2008,2.716,0.340,238.780,11.400,0.000,0.000,19.000
21/9/2007,0.222,0.126,240.900,1.000,0.000,0.000,0.000
7/1/2008,1.282,0.000,241.350,5.600,0.000,0.000,3.000
19/3/2008,2.708,0.280,238.930,11.400,39.000,0.000,0.000
27/12/2007,0.760,0.252,243.120,3.400,1.000,0.000,0.000
11/2/2008,1.288,0.000,240.520,5.200,0.000,0.000,18.000
10/4/2007,1.732,0.086,241.200,7.200,0.000,2.000,17.000
22/11/2008,1.496,0.112,240.620,6.200,0.000,0.000,18.000
30/7/2007,0.160,0.046,236.820,0.800,0.000,0.000,0.000
5/1/2008,0.340,0.112,241.920,1.400,0.000,0.000,0.000
11/3/2007,2.828,0.062,238.080,11.800,0.000,0.000,18.000
14/2/2008,0.288,0.086,241.160,1.200,0.000,1.000,0.000
26/10/2007,0.422,0.000,240.190,2.000,0.000,0.000,0.000
21/12/2006,0.296,0.142,243.360,1.400,0.000,1.000,0.000
16/2/2008,1.282,0.064,237.280,5.400,0.000,0.000,18.000
1/4/2007,0.326,0.106,243.320,1.400,0.000,0.000,0.000
9/12/2008,1.340,0.058,243.380,5.400,0.000,0.000,19.000
30/9/2007,1.704,0.264,237.800,7.200,0.000,0.000,18.000
26/4/2007,0.264,0.178,234.860,1.400,0.000,2.000,0.000
12/2/2007,1.376,0.082,238.640,5.800,0.000,1.000,17.000
28/1/2007,1.872,0.048,239.940,7.800,0.000,0.000,18.000
11/3/2007,0.228,0.000,244.680,1.000,0.000,0.000,0.000
25/7/2007,1.286,0.190,233.050,5.400,0.000,0.000,17.000
9/6/2007,1.788,0.504,238.500,7.800,0.000,1.000,17.000
1/7/2007,0.660,0.320,239.890,3.000,0.000,2.000,0.000
28/12/2007,3.266,0.198,238.420,13.800,0.000,0.000,17.000
18/5/2007,0.494,0.000,239.050,2.200,0.000,0.000,0.000
2/3/2008,0.430,0.198,239.530,2.000,0.000,0.000,0.000
10/10/2007,0.310,0.094,240.020,1.400,0.000,0.000,0.000
10/1/2008,1.740,0.058,239.470,7.200,0.000,0.000,18.000
9/1/2007,1.516,0.246,239.050,6.400,0.000,2.000,0.000
5/1/2007,0.304,0.128,242.610,1.400,0.000,0.000,0.000
20/3/2007,0.406,0.248,242.720,2.000,0.000,1.000,0.000
9/8/2008,0.082,0.000,243.040,0.200,0.000,0.000,0.000
10/1/2007,0.390,0.292,243.880,2.000,0.000,1.000,0.000
3/5/2008,0.442,0.134,240.120,2.000,0.000,0.000,1.000
1/8/2007,0.418,0.000,236.210,1.800,0.000,0.000,0.000
20/4/2007,2.538,0.000,237.150,10.600,1.000,0.000,17.000
23/10/2008,0.330,0.074,240.270,1.400,0.000,0.000,1.000
11/6/2007,0.692,0.252,242.630,3.200,0.000,0.000,0.000
27/8/2008,0.174,0.152,240.650,0.800,0.000,0.000,1.000
4/2/2007,1.868,0.272,243.860,8.800,0.000,0.000,0.000
5/7/2007,2.058,0.242,240.350,8.600,0.000,0.000,18.000
15/6/2007,0.530,0.000,240.220,2.200,0.000,0.000,0.000
20/6/2007,0.352,0.292,241.540,1.800,0.000,1.000,0.000
27/7/2007,0.114,0.000,238.790,0.600,0.000,0.000,0.000
25/8/2008,0.082,0.000,241.960,0.200,0.000,0.000,1.000
5/6/2007,0.190,0.000,236.720,0.800,0.000,0.000,0.000
12/3/2008,1.328,0.000,242.650,5.400,0.000,0.000,18.000
7/2/2007,0.392,0.264,244.140,1.800,0.000,1.000,0.000
17/12/2006,3.410,0.056,243.040,14.000,0.000,0.000,19.000
21/6/2008,1.254,0.074,238.730,5.200,0.000,0.000,18.000
5/11/2007,0.314,0.104,239.090,1.400,0.000,0.000,0.000
30/6/2008,0.238,0.130,240.540,1.000,0.000,0.000,0.000
17/2/2007,2.576,0.806,239.100,11.400,0.000,0.000,18.000
17/4/2007,0.876,0.000,240.910,3.600,0.000,0.000,0.000
8/7/2007,0.230,0.120,242.500,1.000,0.000,0.000,0.000
8/9/2007,1.788,0.146,239.640,7.400,2.000,1.000,17.000
13/10/2008,2.530,0.126,235.950,10.600,0.000,0.000,18.000
14/11/2007,0.420,0.214,239.420,2.000,0.000,2.000,0.000
23/8/2008,0.184,0.156,242.480,1.000,0.000,0.000,1.000
24/1/2008,0.406,0.000,242.010,2.000,0.000,0.000,0.000
10/4/2007,0.390,0.224,241.660,1.800,0.000,0.000,0.000
8/4/2007,0.294,0.094,241.670,1.200,0.000,0.000,0.000
9/7/2007,1.532,0.132,239.360,6.400,0.000,0.000,18.000
25/9/2008,0.920,0.242,241.610,3.800,0.000,0.000,12.000
21/12/2006,1.784,0.086,234.940,7.600,0.000,1.000,17.000
27/12/2007,2.054,0.458,239.630,8.800,0.000,0.000,0.000
30/12/2007,0.314,0.000,240.740,1.400,0.000,0.000,0.000
6/4/2007,1.466,0.224,240.980,6.000,0.000,1.000,18.000
4/10/2007,0.314,0.072,240.810,1.200,0.000,0.000,0.000
10/1/2008,1.330,0.140,238.080,5.600,0.000,0.000,0.000
2/8/2008,0.236,0.126,239.900,1.000,0.000,0.000,1.000
31/5/2008,0.474,0.082,237.970,2.400,0.000,0.000,0.000
18/4/2007,0.196,0.098,239.370,1.000,0.000,0.000,0.000
20/4/2007,0.226,0.128,239.110,1.000,0.000,0.000,0.000
25/12/2007,1.890,0.000,238.020,8.000,0.000,0.000,0.000
7/3/2008,2.150,0.252,237.090,9.000,0.000,1.000,0.000
8/4/2007,2.268,0.000,239.340,9.400,0.000,0.000,0.000
19/8/2008,0.164,0.136,238.560,0.800,0.000,2.000,1.000
26/10/2007,0.504,0.074,243.490,2.400,0.000,1.000,0.000
11/2/2008,1.360,0.078,240.650,5.600,0.000,2.000,17.000
1/10/2008,0.238,0.000,242.930,1.000,0.000,0.000,1.000
3/3/2008,0.594,0.096,243.080,2.400,0.000,2.000,0.000
8/5/2007,1.644,0.000,231.030,7.200,2.000,0.000,0.000
1/8/2008,0.354,0.178,238.950,1.600,0.000,0.000,1.000
26/2/2007,0.220,0.000,242.830,0.800,0.000,0.000,0.000
17/11/2007,1.858,0.056,242.080,7.600,0.000,0.000,19.000
19/9/2007,0.254,0.134,238.460,1.400,0.000,0.000,0.000
25/11/2007,0.222,0.000,242.670,1.000,0.000,0.000,0.000
11/10/2007,0.258,0.000,240.250,1.000,0.000,0.000,0.000
9/2/2008,0.226,0.000,246.030,1.000,0.000,0.000,0.000
8/9/2008,1.194,0.000,238.200,5.000,0.000,0.000,18.000
9/2/2008,0.224,0.000,245.710,0.800,0.000,0.000,0.000
27/9/2007,1.998,0.220,234.330,8.400,0.000,0.000,0.000
6/5/2007,2.254,0.202,234.090,9.600,0.000,1.000,0.000
31/3/2007,2.568,0.230,241.280,10.600,0.000,0.000,0.000
5/5/2008,1.352,0.064,236.050,5.600,0.000,0.000,17.000
1/7/2007,0.282,0.000,239.720,1.200,1.000,0.000,0.000
10/2/2007,3.708,0.186,237.900,15.600,37.000,0.000,0.000
4/12/2007,1.404,0.090,244.700,5.600,0.000,0.000,18.000
29/5/2008,0.308,0.152,242.280,1.400,0.000,0.000,1.000
15/1/2008,0.356,0.000,245.500,1.800,0.000,0.000,0.000
14/5/2008,0.256,0.000,244.850,1.000,0.000,1.000,0.000
15/1/2008,2.150,0.168,242.040,8.800,0.000,1.000,18.000
3/4/2007,0.324,0.134,243.150,1.400,0.000,0.000,0.000
17/8/2007,0.104,0.000,241.410,0.400,0.000,0.000,0.000
26/2/2008,0.274,0.062,233.870,1.200,0.000,0.000,0.000
30/7/2008,0.344,0.000,239.410,1.800,0.000,0.000,1.000
24/2/2007,0.214,0.000,239.690,0.800,0.000,0.000,0.000
24/3/2007,2.074,0.070,239.490,8.600,0.000,0.000,17.000
21/2/2007,0.562,0.198,241.050,2.400,0.000,0.000,0.000
4/6/2007,0.210,0.000,236.630,0.800,0.000,1.000,0.000
1/5/2008,0.248,0.000,241.140,1.000,0.000,0.000,1.000
24/5/2007,0.234,0.000,238.560,1.000,0.000,0.000,0.000
7/12/2007,0.230,0.000,242.490,1.000,0.000,0.000,0.000
2/5/2008,0.310,0.066,244.240,1.200,0.000,0.000,1.000
4/4/2007,0.216,0.000,241.680,0.800,0.000,0.000,0.000
11/12/2008,3.742,0.064,241.910,15.400,39.000,0.000,18.000
10/8/2008,0.156,0.126,242.400,0.800,0.000,0.000,0.000
11/7/2008,0.330,0.260,241.600,1.600,0.000,1.000,0.000
13/11/2008,0.264,0.054,241.440,1.200,0.000,0.000,0.000
20/9/2007,1.476,0.092,239.640,6.200,1.000,1.000,18.000
6/10/2007,0.394,0.076,242.700,1.600,0.000,0.000,0.000
9/6/2007,0.386,0.216,242.440,1.800,0.000,0.000,0.000
8/3/2008,0.800,0.248,244.350,3.400,0.000,0.000,0.000
10/9/2007,0.308,0.122,242.830,1.400,0.000,0.000,0.000
13/10/2007,3.632,0.046,235.520,15.600,0.000,0.000,17.000
21/6/2008,0.214,0.094,240.020,1.000,0.000,0.000,1.000
25/6/2007,0.230,0.082,240.120,1.000,0.000,2.000,0.000
25/9/2008,1.652,0.096,238.350,6.800,0.000,0.000,19.000
29/9/2008,0.482,0.334,240.040,2.400,0.000,1.000,0.000
16/7/2008,0.750,0.328,240.180,3.400,0.000,0.000,1.000
25/3/2007,2.316,0.000,238.270,9.600,0.000,0.000,0.000
17/11/2008,0.228,0.048,245.960,1.000,0.000,0.000,0.000
7/1/2007,4.194,0.078,233.930,18.000,1.000,0.000,17.000
26/7/2008,1.312,0.068,238.820,5.400,0.000,0.000,19.000
12/11/2008,1.468,0.068,241.650,6.000,0.000,0.000,17.000
15/10/2008,0.868,0.000,242.080,3.600,1.000,0.000,1.000
5/10/2008,0.486,0.106,238.180,2.000,0.000,3.000,0.000
30/4/2007,0.722,0.302,235.520,3.200,0.000,1.000,0.000
4/10/2008,1.626,0.230,240.640,6.800,0.000,0.000,1.000
25/1/2007,2.112,0.154,240.710,8.800,0.000,0.000,17.000
12/10/2007,0.328,0.076,241.300,1.400,0.000,0.000,0.000
23/4/2008,1.326,0.000,241.060,5.400,0.000,0.000,18.000
16/7/2007,0.218,0.092,232.500,1.000,0.000,1.000,0.000
17/4/2008,0.352,0.108,241.850,1.600,0.000,2.000,0.000
24/6/2007,0.438,0.106,238.810,2.200,0.000,0.000,0.000
21/6/2007,0.120,0.000,241.320,0.600,0.000,0.000,0.000
21/1/2007,0.468,0.374,244.560,2.400,0.000,1.000,0.000
23/2/2007,0.208,0.000,240.090,0.800,0.000,0.000,0.000
31/8/2007,0.436,0.000,239.800,1.800,0.000,0.000,0.000
21/2/2007,2.424,0.246,243.040,10.000,1.000,1.000,18.000
18/7/2007,0.210,0.078,226.340,1.000,0.000,0.000,0.000
25/12/2007,0.266,0.000,247.610,1.000,0.000,0.000,0.000
10/8/2008,0.372,0.146,240.250,1.600,0.000,0.000,1.000
4/4/2007,1.384,0.110,239.370,5.800,0.000,0.000,18.000
29/7/2008,0.446,0.134,241.810,2.200,0.000,0.000,1.000
12/5/2007,1.664,0.502,233.650,7.400,0.000,2.000,17.000
21/1/2007,1.014,0.158,239.440,4.200,0.000,5.000,0.000
21/7/2007,0.374,0.366,233.510,2.200,0.000,0.000,0.000
24/11/2008,1.900,0.280,240.840,8.000,0.000,1.000,0.000
31/12/2007,2.694,0.298,240.050,11.200,0.000,16.000,18.000
21/9/2008,0.156,0.000,241.400,0.600,0.000,0.000,0.000
6/10/2007,1.316,0.000,237.410,5.400,0.000,0.000,17.000
9/2/2007,0.480,0.220,237.740,2.400,0.000,0.000,0.000
5/2/2008,6.160,0.092,236.860,26.000,0.000,72.000,17.000
8/7/2008,0.804,0.242,238.160,3.400,0.000,1.000,1.000
5/6/2008,0.276,0.092,235.670,1.200,0.000,1.000,0.000
2/12/2008,1.476,0.064,242.680,6.000,0.000,0.000,18.000
7/2/2007,0.218,0.000,242.090,1.000,0.000,0.000,0.000
15/1/2008,8.064,0.126,234.100,34.400,37.000,73.000,17.000
23/12/2007,2.896,0.188,239.560,12.000,0.000,0.000,17.000
6/8/2007,0.136,0.000,234.280,0.600,0.000,0.000,0.000
19/11/2008,1.364,0.310,233.830,6.000,0.000,1.000,0.000
17/4/2007,0.182,0.000,240.670,1.000,0.000,0.000,0.000
18/7/2007,0.294,0.170,226.380,1.600,0.000,1.000,0.000
23/5/2007,1.422,0.066,231.720,6.000,0.000,0.000,17.000
14/3/2008,0.212,0.060,243.310,0.800,0.000,1.000,0.000
17/4/2008,0.258,0.000,240.700,1.000,0.000,0.000,0.000
20/1/2008,1.966,0.234,239.890,8.200,0.000,0.000,18.000
1/4/2008,3.930,0.356,238.870,16.400,0.000,38.000,17.000
14/2/2008,4.308,0.000,239.460,18.600,0.000,0.000,0.000
29/12/2007,1.468,0.222,245.250,6.000,0.000,1.000,0.000
6/8/2008,0.178,0.150,240.140,0.800,0.000,0.000,0.000
16/2/2008,3.648,0.118,238.830,15.200,0.000,36.000,18.000
9/6/2008,0.832,0.100,238.820,3.600,0.000,0.000,0.000
19/3/2007,1.348,0.000,243.370,5.400,0.000,0.000,19.000
23/2/2008,3.642,0.206,238.970,15.200,38.000,1.000,17.000
2/7/2007,0.362,0.334,244.150,2.000,0.000,1.000,0.000
9/10/2008,0.762,0.000,240.170,3.200,0.000,0.000,0.000
25/11/2007,0.482,0.088,242.170,2.200,0.000,2.000,0.000
28/11/2007,1.898,0.098,241.430,7.800,0.000,0.000,18.000
15/4/2008,0.382,0.148,243.500,1.600,0.000,0.000,1.000
23/4/2007,0.620,0.202,237.990,2.800,0.000,1.000,0.000
10/4/2007,0.216,0.000,241.260,0.800,0.000,0.000,0.000
13/8/2008,0.080,0.000,241.450,0.200,0.000,0.000,1.000
22/3/2007,0.234,0.000,245.700,1.000,0.000,0.000,0.000
30/10/2007,0.204,0.000,241.430,0.800,0.000,0.000,0.000
25/8/2008,0.168,0.144,242.690,0.800,0.000,1.000,1.000
26/11/2007,0.226,0.000,245.700,1.000,0.000,0.000,0.000
19/5/2007,1.432,0.058,235.340,6.000,0.000,1.000,17.000
2/5/2007,1.568,0.000,235.740,6.800,0.000,0.000,0.000
19/7/2008,2.828,0.278,236.130,12.800,0.000,26.000,18.000
24/6/2008,0.338,0.194,240.940,1.600,0.000,1.000,0.000
23/11/2007,0.406,0.234,244.850,1.800,0.000,1.000,0.000
14/8/2008,0.172,0.144,241.830,0.800,0.000,2.000,1.000
12/9/2007,0.378,0.338,238.760,2.000,0.000,1.000,0.000
5/8/2008,0.308,0.226,237.530,1.600,0.000,0.000,1.000
2/5/2008,0.344,0.118,244.640,1.600,0.000,1.000,0.000
19/9/2007,0.176,0.000,241.720,0.800,0.000,0.000,0.000
4/10/2008,0.534,0.074,243.200,2.200,0.000,0.000,1.000
27/12/2007,6.688,0.000,232.310,28.800,36.000,34.000,17.000
2/1/2008,1.764,0.060,236.650,7.400,0.000,2.000,0.000
14/4/2007,0.212,0.000,238.410,0.800,0.000,0.000,0.000
11/9/2007,4.540,0.098,235.720,19.200,37.000,0.000,17.000
8/9/2008,1.404,0.160,242.350,5.800,0.000,0.000,19.000
10/2/2007,0.374,0.130,243.790,1.600,0.000,0.000,0.000
3/8/2008,0.268,0.146,238.030,1.400,0.000,1.000,0.000
27/6/2008,1.274,0.332,239.370,5.400,2.000,1.000,0.000
23/12/2006,3.468,0.098,241.040,14.400,0.000,0.000,18.000
5/10/2008,0.318,0.078,243.740,1.200,0.000,0.000,0.000
15/4/2007,0.346,0.078,239.790,1.400,0.000,0.000,0.000
5/2/2007,0.280,0.000,240.860,1.200,0.000,0.000,0.000
10/7/2008,0.136,0.000,239.820,0.600,0.000,0.000,1.000
30/8/2008,0.238,0.244,241.340,1.400,0.000,0.000,0.000
9/8/2007,0.102,0.000,235.880,0.400,0.000,0.000,0.000
6/8/2007,0.228,0.106,234.370,1.000,0.000,0.000,0.000
30/4/2008,0.324,0.100,241.450,1.400,0.000,1.000,1.000
11/11/2007,2.018,0.146,237.010,8.400,0.000,0.000,17.000
6/1/2007,0.338,0.178,242.160,1.600,0.000,0.000,0.000
15/2/2008,1.398,0.078,242.550,5.600,0.000,1.000,18.000
2/6/2008,0.290,0.100,234.720,1.200,0.000,2.000,1.000
2/10/2007,0.224,0.062,241.120,1.000,0.000,0.000,0.000
30/10/2008,0.556,0.168,244.770,2.600,0.000,1.000,0.000
21/7/2007,0.192,0.074,234.900,0.800,0.000,0.000,0.000
2/5/2007,0.480,0.178,237.280,2.400,0.000,0.000,0.000
28/5/2007,1.488,0.210,233.780,6.400,0.000,1.000,17.000
27/3/2008,0.332,0.110,243.010,1.400,0.000,0.000,0.000
8/12/2007,0.478,0.178,242.550,2.000,0.000,0.000,0.000
15/3/2008,0.954,0.052,242.470,4.000,0.000,0.000,0.000
11/8/2007,0.134,0.000,235.920,0.600,0.000,1.000,0.000
19/3/2008,2.670,0.228,239.140,11.200,39.000,0.000,0.000
7/12/2008,0.990,0.128,242.660,4.000,0.000,0.000,0.000
15/8/2007,0.174,0.080,239.480,0.800,0.000,0.000,0.000
9/6/2008,0.334,0.232,240.340,1.600,0.000,1.000,1.000
30/11/2007,2.088,0.060,244.040,8.600,0.000,0.000,18.000
16/6/2007,0.230,0.116,240.660,1.000,0.000,1.000,0.000
12/2/2007,2.254,0.104,240.620,9.400,0.000,0.000,18.000
25/8/2008,0.260,0.286,244.120,1.400,0.000,1.000,1.000
31/7/2007,0.180,0.098,238.680,0.800,0.000,0.000,0.000
25/2/2007,0.286,0.090,239.430,1.200,0.000,0.000,0.000
27/10/2007,0.286,0.086,244.080,1.200,0.000,0.000,0.000
23/6/2007,1.278,0.074,239.160,5.200,0.000,0.000,18.000
14/6/2008,0.320,0.250,239.530,1.600,0.000,1.000,0.000
6/7/2007,0.128,0.000,241.440,0.600,0.000,0.000,0.000
31/7/2007,1.224,0.074,234.660,5.200,0.000,0.000,17.000
3/5/2008,0.320,0.000,241.270,1.400,0.000,0.000,1.000
18/8/2008,0.080,0.000,240.210,0.200,0.000,0.000,0.000
16/9/2008,0.338,0.000,242.510,1.400,0.000,0.000,1.000
2/8/2008,0.238,0.126,239.500,1.000,0.000,0.000,1.000
12/12/2008,1.458,0.166,241.320,6.000,0.000,0.000,18.000
16/1/2007,0.324,0.132,242.230,1.400,0.000,0.000,0.000
22/6/2007,1.192,0.000,241.030,4.800,0.000,0.000,18.000
18/11/2007,1.574,0.090,236.090,6.600,0.000,0.000,0.000
29/5/2007,3.248,0.072,232.290,14.000,0.000,34.000,0.000
24/6/2007,0.140,0.000,239.690,0.600,0.000,0.000,0.000
15/2/2008,0.314,0.090,243.050,1.200,0.000,0.000,0.000
14/9/2007,0.120,0.000,239.510,0.600,0.000,0.000,0.000
21/11/2007,2.002,0.064,236.120,8.400,0.000,1.000,17.000
3/10/2008,1.374,0.000,240.530,5.600,1.000,0.000,18.000
2/11/2007,3.126,0.158,235.150,14.000,1.000,21.000,17.000
24/12/2006,1.860,0.202,238.720,7.800,0.000,3.000,17.000
1/6/2008,0.194,0.000,241.600,1.000,0.000,0.000,0.000
13/11/2008,1.488,0.168,239.740,6.200,0.000,0.000,17.000
11/5/2008,1.992,0.060,237.330,8.400,0.000,0.000,1.000
4/12/2008,1.066,0.110,244.370,4.600,0.000,2.000,0.000
1/9/2008,0.428,0.114,242.590,2.000,0.000,0.000,1.000
3/9/2007,0.150,0.000,240.260,0.600,0.000,0.000,0.000
24/2/2008,0.208,0.000,237.230,0.800,0.000,0.000,0.000
16/5/2008,2.722,0.232,236.090,11.600,0.000,1.000,18.000
3/4/2008,0.352,0.060,242.950,1.400,0.000,2.000,0.000
6/4/2008,2.204,0.054,236.130,9.400,0.000,0.000,0.000
31/10/2008,1.674,0.048,240.480,7.000,0.000,0.000,18.000
7/11/2007,1.370,0.058,242.460,5.600,0.000,0.000,18.000
19/12/2007,3.554,0.170,235.500,15.200,0.000,0.000,0.000
1/5/2007,0.128,0.000,237.480,0.600,0.000,0.000,0.000
9/1/2007,0.404,0.284,242.800,2.000,0.000,1.000,0.000
20/10/2007,0.310,0.092,243.640,1.200,0.000,1.000,0.000
1/12/2008,1.582,0.000,240.640,6.600,0.000,2.000,17.000
7/2/2007,1.926,0.366,245.330,8.200,2.000,26.000,0.000
18/8/2008,0.242,0.250,242.500,1.400,0.000,1.000,1.000
30/4/2008,0.336,0.108,243.200,1.400,0.000,1.000,1.000
16/1/2007,0.402,0.250,241.250,2.000,0.000,1.000,0.000
10/7/2008,1.326,0.142,240.800,5.400,0.000,0.000,19.000
20/1/2008,3.292,0.088,233.930,14.000,0.000,0.000,17.000
10/7/2007,1.186,0.000,239.160,4.800,0.000,0.000,18.000
6/2/2008,0.222,0.000,244.350,0.800,0.000,0.000,0.000
31/3/2007,2.572,0.212,238.530,10.800,0.000,0.000,17.000
7/1/2008,1.282,0.000,236.560,5.400,0.000,1.000,0.000
28/1/2007,1.812,0.072,235.860,7.600,0.000,0.000,17.000
28/6/2007,0.154,0.000,237.320,0.600,0.000,0.000,0.000
